the_review,year,month
"I bought this mouse for work and gaming. The first one that arrived broke within the first week of using it. The scroll wheel broke. Returned it and got a replacement. Now, the scroll wheel on the replacement mouse has broken, and the return window has closed. If you're looking for a wireless mouse, do yourself a favor and spend a little extra for quality that won't break after a month or two.",2022,09
"when I first got this item it worked fine, but after a couple of weeks it was not moving the arrow very well.  I dropped it once and it stopped working altogether.",2022,09
Have not had this too long and I’ve charged it and it won’t turn on anymore. I made sure switch is off I even changed chargers it stopped working.,2022,09
Stopped working after a month. Will no longer click down unless heavy force. Very bad product,2022,09
"It's a great mouse, perfect and just what I was looking for. It's really quiet which I appreciate because louds clicks do get annoying after some time but not with this mouse. The lights are cool too! Really slim, so it's easy to pack in my work bag, and it feels great while using it.",2022,09
fits well to contour of hand.  withstands multiple drops to the floor.  battery lasts quite a while after charging.  color changing is pretty.,2022,09
works on phone laptop TV all that pretty cool and lights up so wahoo,2022,09
"I really liked using this mouse. It died a hair quicker than I’d like but I would just use it wired while it charged up. However, a month after using it, the middle scroll circle clicked down and wouldn’t come back up, making it impossible for me to use (as I use that often in playing Sims).  I didn’t expect much as I didn’t pay much, but I was slightly disappointed.",2022,09
Bought this in the beginning of August  and it already doesn't work. Don't waste your money.,2022,09
"I like the fact that it turns off after some time, I like that it works with USB-C and I like that I can use it with my Mac or my PC and I like the charging cable.",2022,09
"I use this mouse with my laptop, it worked pretty good when I first got it, then the wheel quit working. I have no idea why .",2022,09
"I saw all the positive reviews and thought this would be a winner. At first, it was great - loved the colors, it is easy to use, but after a few months the scroll wheel stopped working. I dug a little deeper into the reviews and realized this is a common theme. Now I have to buy another mouse already - and it won't be another one of these!",2022,09
It worked less than a month before it stopped charging and became useless. I purchased a second one and will see how long it lasts.,2022,09
"Worked great for about 9 months. Stays charged for a long time, and like being able to use the C port in my laptop. However now the scroll button moves erratic. Scrolling down the page and the page jumps up., go up and it jumps down.",2022,09
"I love this mouse! Easy to set up, easy to use. It seems to go forever on one charge. And the ever changing light color is really cool.",2022,09
"Sleek and nice, love the colors! Great buy!",2022,09
So cute and charge lasts forever,2022,09
What I REALLY liked was the USB to type C adapter which allowed me to plug USB memory sticks into my smart phone.,2022,09
Second one. Same issue.  The mouse wheel just stops working.  Do not order this product learn from my mistakes.,2022,09
Piece of junk. Already broken. Irritated,2022,09
Love this little mouse for work. The clicking is soft and quiet so it's not annoying when I'm clicking on my computer all day. The color is pretty too and I love the lights.,2022,09
Battery life sucks,2022,09
The roller on top of the mouse quits working or falls down in the mouse.The colors and lights are fun but the mouse itself is defective. I have had 2 at this point and will not buy another.,2022,09
"I was so excited when I got my mouse in to go with my laptop and it didn’t even work. I had it charge over night while it was off, and still wouldn’t connect.",2022,09
"the mouse was great, it worked very good at first but one day it suddenly stopped charging so I haven’t used it in a while.",2022,09
I absolutely love this mouse!  Great color!  Matches my laptop perfectly!  I love the color changing mode!  So fun!,2022,09
"Sleek look and Battery lasts extremely long, I’ve only had to charge it once since getting it. Highly recommend!",2022,09
" Feels great, wide and comfortable.  Lights up when you move around.  Likes so much I Bought a second one too.",2022,09
"Do not recommend, I bought it two months ago and the roller part already broke and it is now useless",2022,09
"I got this mouse to use with my laptop, and it's great. Glides easily, holds a charge for quite a while, and enters sleep mode when not in use. To wake the mouse up, you just right or left click. The changing lights are a great and fun touch",2022,09
Everything,2022,09
Lights are multicolored and are nice. Goes to sleep on its own and is great. Smooth and works fine. Until it breaks. Had it 4 months and 2 days and suddenly while scrolling the wheel broke,2022,09
